64.0,103.0,128.0,132.0,385.0,386.0,468.0,642.0,787.0,1017.0,1075.0,1135.0,1167.0,1316.0,1583.0,1658.0,1823.0,1849.0,1877.0,1966.0,2006.0,2164.0,2341.0,2379.0,2467.0,2482.0,2523.0,2527.0,2562.0,2731.0,3163.0,3254.0,3506.0,3561.0,3674.0,3800.0,3852.0,3999.0,4082.0,4127.0,4157.0,4428.0,4484.0,4493.0,4540.0,4561.0,4562.0,4601.0,4676.0,102.0,312.0,653.0,1168.0,1240.0,1245.0,1293.0,1394.0,1798.0,1878.0,1960.0,2008.0,2343.0,2366.0,2509.0,3451.0,6046.0
0,4245,11195,2734,3675,2918,12386,9863,14491,801,1152,10620,6882,1783,4329,3806,10295,10765,3926,2220,11500,4122,2955,3293,10653,7468,14967,2683,9614,9530,10915,1263,1300,1284,7678,15148,5912,3546,11238,2484,9201,10575,8808,3161,12301,2460,3575,1860,3617,18398,16226,16316,10807,16731,17014,10441,16728,18856,14756,16656,16938,16686,16698,19350,19313,20309
4245,0,6808,3614,3376,2214,11292,9695,11938,5227,5422,10452,4171,5279,571,7652,8935,10597,1404,6867,10407,7871,1427,7563,10485,4758,12415,6953,8521,8471,6529,3251,3685,3813,7491,12595,1895,912,10144,2247,7841,10001,7448,1736,11241,6730,7845,2600,7887,15131,12959,13049,6177,13463,13746,6063,13461,15347,11488,13388,13670,13419,13430,15840,16045,17041
11195,6808,0,9550,9140,8200,8270,8222,6303,10459,12394,6560,2897,11081,6087,13790,4732,6520,6279,11751,6219,14106,7191,13277,6408,2774,6779,12668,4333,4283,2104,9190,8917,9577,5021,6960,5572,6676,5957,8249,3638,5814,3033,6968,7053,12412,13559,7832,13601,13126,10955,11044,11851,11459,11742,11982,11457,10037,9484,11384,11666,11415,11426,10530,14041,14311
2734,3614,9550,0,4273,3516,10005,7482,13633,3853,3762,8239,6258,1909,3706,5158,9460,8383,3302,5437,9119,5473,2331,4645,8272,6845,14109,4035,7233,7149,10613,3062,1889,3854,5297,14290,5288,2923,8857,2517,8562,8194,8169,2538,9920,3780,4927,2428,4969,18095,15924,16014,8327,16428,16711,8213,16426,27685,14453,16353,16635,16384,16395,28179,19010,20006
3675,3376,9140,4273,0,1269,14054,11948,14693,3476,3671,12705,6927,4777,3688,5597,11334,12850,4055,4812,13168,5816,2662,5953,12738,7513,15170,5202,11282,11198,9879,2450,3159,1851,9346,15351,4033,2904,12906,2696,10240,12243,9847,3615,13969,4978,6236,2899,6278,17886,11581,15804,8662,12086,16501,8296,12083,17728,9062,16144,12293,12373,12053,18221,18801,19796
2918,2214,8200,3516,1269,0,13250,10776,13606,3925,4120,11533,5839,3973,2600,6046,10530,11678,2968,5261,12364,6265,1591,6402,11566,6426,14082,5651,10479,10395,8792,1646,2355,2207,8542,14263,3752,1817,12102,1892,9436,11439,9043,2527,13138,5427,6685,2095,6727,16798,14626,14716,9772,15131,15414,9406,15129,17349,13156,15056,15338,15087,15098,17842,17713,18709
12386,11292,8270,10005,14054,13250,0,6708,6395,12944,12853,5046,7286,11541,10743,14249,4140,5006,10028,14529,2661,14565,11033,13736,4894,7873,6871,13127,3063,3259,12636,12694,11521,13485,5042,7052,11720,10926,1551,11713,4050,2914,4607,10133,4589,21282,14019,10997,14061,17473,17964,18054,18860,18469,20146,18991,18466,11485,16494,20343,18676,18424,18435,11978,16539,15758
9863,9695,8222,7482,11948,10776,6708,0,12232,10477,10401,2215,7046,9073,9205,11781,7574,2567,8491,12060,5150,12096,9376,11268,2455,8998,12709,10658,5393,4732,10203,10485,9053,11277,4871,12889,10106,9389,6947,9562,6742,4202,6350,8596,4616,9242,11550,9127,11592,17686,15514,15604,16410,16019,16301,16541,16016,18349,14044,15944,16226,15974,15985,18843,18601,19596
14491,11938,6303,13633,14693,13606,6395,12232,0,15447,15643,10615,8259,15151,11448,17860,5835,10575,11851,16739,7428,18176,12856,17347,10463,8135,899,16737,6673,7417,7388,14179,13905,14971,8653,1080,10933,12037,5620,13237,7707,7615,6302,11956,10158,26011,17629,12820,17671,14662,15468,15557,14670,15972,17334,14801,15970,6156,13997,17531,16179,15928,15939,6309,13728,12947
801,5227,10459,3853,3476,3925,12944,10477,15447,0,806,11766,7761,1413,5209,3459,11174,11911,4805,2385,11647,3775,3834,2946,11799,8348,15846,2337,9761,9677,11794,2142,1766,1878,7825,16027,6791,4425,11385,3363,10080,10722,9687,4040,12448,2113,3229,2739,3271,19277,17105,17195,11274,17610,17893,10907,17607,19736,15635,17535,17817,17566,17577,20229,20192,21188
1152,5422,12394,3762,3671,4120,12853,10401,15643,806,0,10482,8780,1162,5813,3025,11704,10627,5928,3305,11362,3341,4438,2512,10515,9367,16353,1902,9477,9393,12856,2746,2351,2483,7540,16533,7395,5029,11100,3968,10806,10437,10413,4644,12163,1647,2794,3343,2836,20339,18167,18257,11878,18672,18955,11512,18669,29929,16697,18597,18879,18627,18639,30422,21254,22249
10620,10452,6560,8239,12705,11533,5046,2215,10615,11766,10482,0,6780,9833,9965,12540,5894,764,9251,12820,3470,12856,10135,12027,652,7366,11029,11418,3714,3052,7746,11245,9813,12037,4505,11210,10866,10148,5268,10321,5063,2522,4670,9356,2936,10001,12310,9886,12352,18445,16274,16364,17170,16778,17061,17301,16776,15901,14803,16703,16985,16734,16745,16395,19360,20175
6882,4171,2897,6258,6927,5839,7286,7046,8259,7761,8780,6780,0,7910,3600,10760,4918,6690,3792,9150,6389,11076,4705,10247,6578,587,8624,9638,4504,4453,3365,6590,6317,7382,3710,8805,4307,4189,6127,5649,3823,5984,3431,4368,7224,9382,10530,5232,10572,13173,11002,11092,8884,11506,11789,9015,11504,11882,9531,11431,11713,11462,11473,12375,14088,16156
1783,5279,11081,1909,4777,3973,11541,9073,15151,1413,1162,9833,7910,0,5296,3647,11016,9939,4892,3927,10674,3963,3921,3134,9827,8435,15934,2525,8788,8704,12168,2384,1785,2776,6852,16115,6878,4513,10412,3482,10168,9749,9775,4128,11475,2269,3417,2827,3459,19651,17479,17569,12595,17983,18266,12229,17981,29241,16008,17908,18190,17939,17950,29734,20565,21561
4329,571,6087,3706,3688,2600,10743,9205,11448,5209,5813,9965,3600,5296,0,7736,8636,10298,1180,6951,10108,7955,1511,8159,10186,4232,11889,7549,8222,8172,6598,3336,3752,3897,7192,12070,2466,996,9846,2331,7542,9703,7149,1820,10942,7294,8375,2667,8417,14605,12433,12523,7731,12938,13220,7862,12935,15147,10963,12863,13145,12893,12904,15640,15520,16515
3806,7652,13790,5158,5597,6046,14249,11781,17860,3459,3025,12540,10760,3647,7736,0,14192,13136,8416,1469,13851,730,6703,1586,13025,10895,18841,1126,11965,11881,15344,4742,4375,4093,10028,19022,9174,6945,13588,5663,13294,12925,12901,6588,14597,3338,1763,5287,1805,22827,20655,20745,13615,21160,21443,13249,21157,32353,19185,21085,21367,21116,21127,32846,23742,24738
10295,8935,4732,9460,11334,10530,4140,7574,5835,11174,11704,5894,4918,11016,8636,14192,0,6370,7791,12679,4466,14394,8796,13565,6259,3494,5995,12956,2609,4134,4727,10119,9845,10911,4871,6176,7945,9049,3238,9177,1873,4496,1547,7896,6549,12700,13848,8760,13890,15241,13328,13418,14224,13833,14115,14355,13830,9253,11858,13758,14040,13788,13799,9746,14307,13526
10765,10597,6520,8383,12850,11678,5006,2567,10575,11911,10627,764,6690,9939,10298,13136,6370,0,9389,12958,3431,12994,10274,12166,350,7326,10989,11556,3674,3012,7706,11383,9951,12175,4465,11170,11004,10287,5228,10460,5023,2482,4630,9494,2896,10139,12448,10025,12490,18584,16412,16502,17308,16917,17199,17439,16914,17453,14942,16842,17124,16872,16883,17946,19499,21726
3926,1404,6279,3302,4055,2968,10028,8491,11851,4805,5928,9251,3792,4892,1180,8416,7791,9389,0,6190,9226,8106,1362,7277,9305,4389,12045,6668,7341,7290,6755,3630,3356,4421,6311,12226,3311,1363,8964,2688,6661,8821,6268,1407,10061,6412,7560,2271,7602,14761,12590,12680,7888,13094,13377,8019,13092,15303,11119,13019,13301,13050,13061,15796,15676,16672
2220,6867,11751,5437,4812,5261,14529,12060,16739,2385,3305,12820,9150,3927,6951,1469,12679,12958,6190,0,12856,1764,5192,1770,12053,9705,17204,1415,10971,10886,13152,3500,3185,3233,9034,17385,8314,5783,12594,4721,11438,11931,11045,5398,13625,2367,2052,4097,2094,20635,18463,18553,12755,18968,19251,12389,18965,31381,16993,18893,19175,18924,18935,31874,21550,22546
11500,10407,6219,9119,13168,12364,2661,5150,7428,11647,11362,3470,6389,10674,10108,13851,4466,3431,9226,12856,0,13682,10150,12853,3499,6990,7500,12244,1801,2744,7369,11811,10638,12602,4159,7681,10838,10043,1881,10830,3167,1654,3834,9250,3194,12254,13136,10115,13178,18503,17081,17171,17977,17586,17869,18108,17583,12515,15611,17511,17793,17541,17552,13008,17569,16788
4122,7871,14106,5473,5816,6265,14565,12096,18176,3775,3341,12856,11076,3963,7955,730,14394,12994,8106,1764,13682,0,7096,1407,12846,11676,18662,1420,11787,11702,15166,5036,5191,4388,9850,18843,9469,7240,13410,5958,13115,12747,12722,7302,14418,3160,2059,6001,2101,22649,20477,20567,13909,20982,21264,13543,20979,32174,19007,20906,21189,20937,20948,32667,23563,24559
2955,1427,7191,2331,2662,1591,11033,9376,12856,3834,4438,10135,4705,3921,1511,6703,8796,10274,1362,5192,10150,7096,0,6214,10310,5337,12994,5604,8156,8105,7703,1623,2336,2892,6936,13174,3094,728,9779,912,7476,9636,7083,933,11882,5380,6496,1251,6538,15710,13538,13628,6285,14042,14325,6170,14040,16251,12067,13967,14249,13998,14009,16745,16624,17620
3293,7563,13277,4645,5953,6402,13736,11268,17347,2946,2512,12027,10247,3134,8159,1586,13565,12166,7277,1770,12853,1407,6214,0,11988,10818,17804,846,10928,10844,14307,4546,4332,4384,8991,17985,9194,6829,12551,5767,12257,11888,11864,6444,13560,2301,1200,5143,1242,21790,19618,19708,13905,20123,20406,13539,20120,31316,18148,20048,20330,20079,20090,31809,22705,23701
10653,10485,6408,8272,12738,11566,4894,2455,10463,11799,10515,652,6578,9827,10186,13025,6259,350,9305,12053,3499,12846,10310,11988,0,7215,10877,11445,3562,2901,7594,11272,9840,12063,4353,11058,10892,10175,5116,10348,4911,2371,4518,9382,2785,10028,12337,9913,12379,18472,16300,16390,17197,16805,17088,17328,16803,15750,14830,16730,17012,16761,16772,16243,19387,20024
7468,4758,2774,6845,7513,6426,7873,8998,8135,8348,9367,7366,587,8435,4232,10895,3494,7326,4389,9705,6990,11676,5337,10818,7215,0,8501,10225,4837,4787,3242,7177,6903,7969,4297,8682,4894,4776,6460,6236,4410,6317,3537,4954,7557,9969,11116,5818,11159,13050,10878,10968,11774,11383,11665,11905,11380,11759,9408,11308,11590,11338,11349,12252,13965,16032
14967,12415,6779,14109,15170,14082,6871,12709,899,15846,16353,11029,8624,15934,11889,18841,5995,10989,12045,17204,7500,18662,12994,17804,10877,8501,0,17214,7150,7894,7451,14655,14382,15447,9129,750,11381,12485,6096,13714,8184,8092,6779,12433,10634,26459,18106,13297,18148,15109,15944,16034,15146,16449,17782,15277,16446,6633,14474,17979,16656,16404,16415,6786,14175,13394
2683,6953,12668,4035,5202,5651,13127,10658,16737,2337,1902,11418,9638,2525,7549,1126,12956,11556,6668,1415,12244,1420,5604,846,11445,10225,17214,0,10802,10718,14182,4675,4207,4026,8866,17859,9107,6878,12426,5596,12131,11763,11738,7052,13434,2176,892,5751,934,21664,19493,19583,13548,19997,20280,13182,19995,31190,18022,19922,20204,19953,19964,31683,22579,23575
9614,8521,4333,7233,11282,10479,3063,5393,6673,9761,9477,3714,4504,8788,8222,11965,2609,3674,7341,10971,1801,11787,8156,10928,3562,4837,7150,10802,0,744,5495,9937,8764,10728,2285,7291,8963,8169,1858,8956,1311,1453,1978,7376,4203,10114,11262,8240,11304,18480,15207,15297,16103,15712,15994,16234,15709,12491,13737,15637,15919,15667,15678,12985,17546,16765
9530,8471,4283,7149,11198,10395,3259,4732,7417,9677,9393,3052,4453,8704,8172,11881,4134,3012,7290,10886,2744,11702,8105,10844,2901,4787,7894,10718,744,0,5457,9867,8694,10659,2216,8721,8925,8131,3048,8619,2774,1984,2381,7338,3561,10045,11192,8202,11234,17309,15138,15227,16034,15642,15925,16165,15640,13682,13667,15567,15849,15598,15609,14175,18224,17955
10915,6529,2104,10613,9879,8792,12636,10203,7388,11794,12856,7746,3365,12168,6598,15344,4727,7706,6755,13152,7369,15166,7703,14307,7594,3242,7451,14182,5495,5457,0,9280,9007,9667,5111,7050,5662,6766,6047,8339,3728,5904,3124,7058,7144,12502,13650,7922,13692,13217,11045,11135,11941,11549,11832,12072,11547,10127,9574,11474,11756,11505,11516,10621,14131,14401
1263,3251,9190,3062,2450,1646,12694,10485,14179,2142,2746,11245,6590,2384,3336,4742,10119,11383,3630,3500,11811,5036,1623,4546,11272,7177,14655,4675,9937,9867,9280,0,1293,1226,7966,14841,4585,2212,11525,1159,8893,10862,8500,2853,12964,3726,4842,1552,4884,18090,15919,16009,11566,16423,16706,11200,16421,18549,14448,16348,16630,16379,16390,19042,19005,20001
1300,3685,8917,1889,3159,2355,11521,9053,13905,1766,2351,9813,6317,1785,3752,4375,9845,9951,3356,3185,10638,5191,2336,4332,9840,6903,14382,4207,8764,8694,9007,1293,0,2084,6841,14567,5331,2965,10401,1903,8620,9738,8227,2580,11463,3424,4540,1279,4582,17817,15645,15735,11904,16150,16432,11538,16147,18275,14175,16075,16357,16105,16116,18768,18732,19727
1284,3813,9577,3854,1851,2207,13485,11277,14971,1878,2483,12037,7382,2776,3897,4093,10911,12175,4421,3233,12602,4388,2892,4384,12063,7969,15447,4026,10728,10659,9667,1226,2084,0,8643,15518,5094,2865,12203,2106,9571,11540,9178,3531,13641,3399,4514,2230,4556,18768,16596,16686,10224,17101,17383,9857,17098,18388,15126,17025,17308,17056,17067,18882,19683,20678
7678,7491,5021,5297,9346,8542,5042,4871,8653,7825,7540,4505,3710,6852,7192,10028,4871,4465,6311,9034,4159,9850,6936,8991,4353,4297,9129,8866,2285,2216,5111,7966,6841,8643,0,9289,7853,6882,3855,7010,3561,3192,3168,6090,4918,8168,9316,7356,9358,15433,13261,13351,14157,13766,14048,14288,13763,14489,11791,13690,13973,13721,13732,14982,16348,17343
15148,12595,6960,14290,15351,14263,7052,12889,1080,16027,16533,11210,8805,16115,12070,19022,6176,11170,12226,17385,7681,18843,13174,17985,11058,8682,750,17859,7291,8721,7050,14841,14567,15518,9289,0,11591,12695,6277,13895,8365,8273,6959,12614,10815,26668,18286,13478,18329,15319,16125,16215,15327,16629,17991,15458,16627,6813,14654,18188,16836,16585,16596,6966,14385,13604
5912,1895,5572,5288,4033,3752,11720,10106,10933,6791,7395,10866,4307,6878,2466,9174,7945,11004,3311,8314,10838,9469,3094,9194,10892,4894,11381,9107,8963,8925,5662,4585,5331,5094,7853,11591,0,2578,10591,3909,8272,10448,7668,3403,12403,8396,9695,4267,9737,14156,11984,12074,5995,12488,12771,6126,12486,13681,10513,12413,12695,12444,12455,14174,15070,16066
3546,912,6676,2923,2904,1817,10926,9389,12037,4425,5029,10148,4189,4513,996,6945,9049,10287,1363,5783,10043,7240,728,6829,10175,4776,12485,6878,8169,8131,6766,2212,2965,2865,6882,12695,2578,0,9877,1548,7573,9734,7180,1031,10974,6013,7591,1884,7633,15194,13022,13112,6506,13527,13809,6392,13524,15736,11552,13452,13734,13482,13493,16229,16109,17104
11238,10144,5957,8857,12906,12102,1551,6947,5620,11385,11100,5268,6127,10412,9846,13588,3238,5228,8964,12594,1881,13410,9779,12551,5116,6460,6096,12426,1858,3048,6047,11525,10401,12203,3855,6277,10591,9877,0,20465,3781,3072,3726,9381,5175,20431,22740,10245,22782,16622,18449,20351,17652,18954,19295,17783,18951,10634,16979,19492,19161,20408,18921,11127,15689,14907
2484,2247,8249,2517,2696,1892,11713,9562,13237,3363,3968,10321,5649,3482,2331,5663,9177,10460,2688,4721,10830,5958,912,5767,10348,6236,13714,5596,8956,8619,8339,1159,1903,2106,7010,13895,3909,1548,20465,0,7974,10014,7581,1443,12063,4885,6001,755,6043,17171,14999,15089,6906,15504,15787,6792,15501,17025,13529,15429,15711,15459,15471,17518,18086,19081
9201,7841,3638,8562,10240,9436,4050,6742,7707,10080,10806,5063,3823,10168,7542,13294,1873,5023,6661,11438,3167,13115,7476,12257,4911,4410,8184,12131,1311,2774,3728,8893,8620,9571,3561,8365,8272,7573,3781,7974,0,2743,1122,6776,4796,11610,12757,7640,12799,16335,13687,13777,14583,14191,14474,14714,14189,10347,12216,14116,14398,14147,14158,10840,15401,14620
10575,10001,5814,8194,12243,11439,2914,4202,7615,10722,10437,2522,5984,9749,9703,12925,4496,2482,8821,11931,1654,12747,9636,11888,2371,6317,8092,11763,1453,1984,5904,10862,9738,11540,3192,8273,10448,9734,3072,10014,2743,0,3913,8871,2707,11142,12725,9735,12767,19424,16670,16760,17566,17175,17458,17697,17172,13436,15200,17100,17382,17131,17142,13929,18490,17709
8808,7448,3033,8169,9847,9043,4607,6350,6302,9687,10413,4670,3431,9775,7149,12901,1547,4630,6268,11045,3834,12722,7083,11864,4518,3537,6779,11738,1978,2381,3124,8500,8227,9178,3168,6959,7668,7180,3726,7581,1122,3913,0,6260,5235,11031,12179,7124,12221,15342,13170,13260,14066,13675,13958,14197,13672,10862,11700,13600,13882,13630,13641,11355,16257,15135
3161,1736,6968,2538,3615,2527,10133,8596,11956,4040,4644,9356,4368,4128,1820,6588,7896,9494,1407,5398,9250,7302,933,6444,9382,4954,12433,7052,7376,7338,7058,2853,2580,3531,6090,12614,3403,1031,9381,1443,6776,8871,6260,0,11467,4984,6100,855,6142,16547,14375,14465,7082,14880,15163,6968,14877,17201,12905,14805,15087,14836,14847,17694,17462,18458
12301,11241,7053,9920,13969,13138,4589,4616,10158,12448,12163,2936,7224,11475,10942,14597,6549,2896,10061,13625,3194,14418,11882,13560,2785,7557,10634,13434,4203,3561,7144,12964,11463,13641,4918,10815,12403,10974,5175,12063,4796,2707,5235,11467,0,10034,12342,9919,12384,18478,16306,16396,17202,16811,17094,17333,16808,14836,14836,16736,17018,16767,16778,15329,19393,19110
2460,6730,12412,3780,4978,5427,21282,9242,26011,2113,1647,10001,9382,2269,7294,3338,12700,10139,6412,2367,12254,3160,5380,2301,10028,9969,26459,2176,10114,10045,12502,3726,3424,3399,8168,26668,8396,6013,20431,4885,11610,11142,11031,4984,10034,0,2681,4284,2723,20913,18741,18831,12818,19246,19529,12452,19243,29351,17271,19171,19453,19202,19213,29844,21828,33625
3575,7845,13559,4927,6236,6685,14019,11550,17629,3229,2794,12310,10530,3417,8375,1763,13848,12448,7560,2052,13136,2059,6496,1200,12337,11116,18106,892,11262,11192,13650,4842,4540,4514,9316,18286,9695,7591,22740,6001,12757,12725,12179,6100,12342,2681,0,5425,357,22073,19901,19991,14188,20406,20688,13822,20403,31598,18431,20331,20613,20361,20372,32091,22988,23983
1860,2600,7832,2428,2899,2095,10997,9127,12820,2739,3343,9886,5232,2827,2667,5287,8760,10025,2271,4097,10115,6001,1251,5143,9913,5818,13297,5751,8240,8202,7922,1552,1279,2230,7356,13478,4267,1884,10245,755,7640,9735,7124,855,9919,4284,5425,0,5408,16720,14548,14638,7273,15053,15335,7158,15050,17178,13078,14978,15260,15008,15019,17671,17635,18630
3617,7887,13601,4969,6278,6727,14061,11592,17671,3271,2836,12352,10572,3459,8417,1805,13890,12490,7602,2094,13178,2101,6538,1242,12379,11159,18148,934,11304,11234,13692,4884,4582,4556,9358,18329,9737,7633,22782,6043,12799,12767,12221,6142,12384,2723,357,5408,0,22115,19943,20033,14230,20448,20730,13864,20445,31640,18473,20373,20655,20403,20414,32133,23030,24025
18398,15131,13126,18095,17886,16798,17473,17686,14662,19277,20339,18445,13173,19651,14605,22827,15241,18584,14761,20635,18503,22649,15710,21790,18472,13050,15109,21664,18480,17309,13217,18090,17817,18768,15433,15319,14156,15194,16622,17171,16335,19424,15342,16547,18478,20913,22073,16720,22115,0,6418,4707,10784,6922,3663,10915,6920,9827,8581,3860,7129,4776,6889,10320,1307,3302
16226,12959,10955,15924,11581,14626,17964,15514,15468,17105,18167,16274,11002,17479,12433,20655,13328,16412,12590,18463,17081,20477,13538,19618,16300,10878,15944,19493,15207,15138,11045,15919,15645,16596,13261,16125,11984,13022,18449,14999,13687,16670,13170,14375,16306,18741,19901,14548,19943,6418,0,4241,6591,566,3848,6722,1371,11964,5430,3490,1581,2113,1334,12457,7237,8233
16316,13049,11044,16014,15804,14716,18054,15604,15557,17195,18257,16364,11092,17569,12523,20745,13418,16502,12680,18553,17171,20567,13628,19708,16390,10968,16034,19583,15297,15227,11135,16009,15735,16686,13351,16215,12074,13112,20351,15089,13777,16760,13260,14465,16396,18831,19991,14638,20033,4707,4241,0,8730,4843,3101,8861,4840,13423,6527,2743,5050,2696,4809,13916,5365,5688
10807,6177,11851,8327,8662,9772,18860,16410,14670,11274,11878,17170,8884,12595,7731,13615,14224,17308,7888,12755,17977,13909,6285,13905,17197,11774,15146,13548,16103,16034,11941,11566,11904,10224,14157,15327,5995,6506,17652,6906,14583,17566,14066,7082,17202,12818,14188,7273,14230,10784,6591,8730,0,6847,8869,509,6844,11554,3823,8511,7054,7135,6814,12047,11520,12516
16731,13463,11459,16428,12086,15131,18469,16019,15972,17610,18672,16778,11506,17983,12938,21160,13833,16917,13094,18968,17586,20982,14042,20123,16805,11383,16449,19997,15712,15642,11549,16423,16150,17101,13766,16629,12488,13527,18954,15504,14191,17175,13675,14880,16811,19246,20406,15053,20448,6922,566,4843,6847,0,4413,7287,1873,12529,5996,4056,2082,2679,1842,13022,7803,8799
17014,13746,11742,16711,16501,15414,20146,16301,17334,17893,18955,17061,11789,18266,13220,21443,14115,17199,13377,19251,17869,21264,14325,20406,17088,11665,17782,20280,15994,15925,11832,16706,16432,17383,14048,17991,12771,13809,19295,15787,14474,17458,13958,15163,17094,19529,20688,15335,20730,3663,3848,3101,8869,4413,0,9330,4393,12670,6996,1187,4602,2249,4362,13163,4613,6075
10441,6063,11982,8213,8296,9406,18991,16541,14801,10907,11512,17301,9015,12229,7862,13249,14355,17439,8019,12389,18108,13543,6170,13539,17328,11905,15277,13182,16234,16165,12072,11200,11538,9857,14288,15458,6126,6392,17783,6792,14714,17697,14197,6968,17333,12452,13822,7158,13864,10915,6722,8861,509,7287,9330,0,6975,11684,3954,8642,7185,7265,6945,12178,11651,12647
16728,13461,11457,16426,12083,15129,18466,16016,15970,17607,18669,16776,11504,17981,12935,21157,13830,16914,13092,18965,17583,20979,14040,20120,16803,11380,16446,19995,15709,15640,11547,16421,16147,17098,13763,16627,12486,13524,18951,15501,14189,17172,13672,14877,16808,19243,20403,15050,20445,6920,1371,4840,6844,1873,4393,6975,0,12494,5961,4021,283,2644,246,12988,7768,8764
18856,15347,10037,27685,17728,17349,11485,18349,6156,19736,29929,15901,11882,29241,15147,32353,9253,17453,15303,31381,12515,32174,16251,31316,15750,11759,6633,31190,12491,13682,10127,18549,18275,18388,14489,6813,13681,15736,10634,17025,10347,13436,10862,17201,14836,29351,31598,17178,31640,9827,11964,13423,11554,12529,12670,11684,12494,0,10654,11899,12812,12815,12572,3005,7934,7153
14756,11488,9484,14453,9062,13156,16494,14044,13997,15635,16697,14803,9531,16008,10963,19185,11858,14942,11119,16993,15611,19007,12067,18148,14830,9408,14474,18022,13737,13667,9574,14448,14175,15126,11791,14654,10513,11552,16979,13529,12216,15200,11700,12905,14836,17271,18431,13078,18473,8581,5430,6527,3823,5996,6996,3954,5961,10654,0,6405,4948,5028,4707,11643,9414,10409
16656,13388,11384,16353,16144,15056,20343,15944,17531,17535,18597,16703,11431,17908,12863,21085,13758,16842,13019,18893,17511,20906,13967,20048,16730,11308,17979,19922,15637,15567,11474,16348,16075,17025,13690,18188,12413,13452,19492,15429,14116,17100,13600,14805,16736,19171,20331,14978,20373,3860,3490,2743,8511,4056,1187,8642,4021,11899,6405,0,4246,1892,4006,13343,4793,6235
16938,13670,11666,16635,12293,15338,18676,16226,16179,17817,18879,16985,11713,18190,13145,21367,14040,17124,13301,19175,17793,21189,14249,20330,17012,11590,16656,20204,15919,15849,11756,16630,16357,17308,13973,16836,12695,13734,19161,15711,14398,17382,13882,15087,17018,19453,20613,15260,20655,7129,1581,5050,7054,2082,4602,7185,283,12812,4948,4246,0,2854,455,13197,7978,8974
16686,13419,11415,16384,12373,15087,18424,15974,15928,17566,18627,16734,11462,17939,12893,21116,13788,16872,13050,18924,17541,20937,13998,20079,16761,11338,16404,19953,15667,15598,11505,16379,16105,17056,13721,16585,12444,13482,20408,15459,14147,17131,13630,14836,16767,19202,20361,15008,20403,4776,2113,2696,7135,2679,2249,7265,2644,12815,5028,1892,2854,0,2631,14225,5675,6671
16698,13430,11426,16395,12053,15098,18435,15985,15939,17577,18639,16745,11473,17950,12904,21127,13799,16883,13061,18935,17552,20948,14009,20090,16772,11349,16415,19964,15678,15609,11516,16390,16116,17067,13732,16596,12455,13493,18921,15471,14158,17142,13641,14847,16778,19213,20372,15019,20414,6889,1334,4809,6814,1842,4362,6945,246,12572,4707,4006,455,2631,0,12957,7738,8733
19350,15840,10530,28179,18221,17842,11978,18843,6309,20229,30422,16395,12375,29734,15640,32846,9746,17946,15796,31874,13008,32667,16745,31809,16243,12252,6786,31683,12985,14175,10621,19042,18768,18882,14982,6966,14174,16229,11127,17518,10840,13929,11355,17694,15329,29844,32091,17671,32133,10320,12457,13916,12047,13022,13163,12178,12988,3005,11643,13343,13197,14225,12957,0,7913,7132
19313,16045,14041,19010,18801,17713,16539,18601,13728,20192,21254,19360,14088,20565,15520,23742,14307,19499,15676,21550,17569,23563,16624,22705,19387,13965,14175,22579,17546,18224,14131,19005,18732,19683,16348,14385,15070,16109,15689,18086,15401,18490,16257,17462,19393,21828,22988,17635,23030,1307,7237,5365,11520,7803,4613,11651,7768,7934,9414,4793,7978,5675,7738,7913,0,2296
20309,17041,14311,20006,19796,18709,15758,19596,12947,21188,22249,20175,16156,21561,16515,24738,13526,21726,16672,22546,16788,24559,17620,23701,20024,16032,13394,23575,16765,17955,14401,20001,19727,20678,17343,13604,16066,17104,14907,19081,14620,17709,15135,18458,19110,33625,23983,18630,24025,3302,8233,5688,12516,8799,6075,12647,8764,7153,10409,6235,8974,6671,8733,7132,2296,0
